7.94	10794075	-6.75085
7.94	7605494	-6.15727
7.94	10104111	-6.61237
7.94	11550858	-6.8216
7.94	7948678	-6.21963
7.94	11292634	-6.8216
7.94	12629666	-7.04017
7.94	3032300	-4.87663
7.94	14786046	-7.26871
7.94	6099720	-5.80014
7.94	2236301	-4.56612
7.94	2554673	-4.69633
7.94	12351489	-6.96624
7.94	4788593	-5.46965
7.94	6948810	-6.03506
7.94	4017222	-5.26258
8.12	2094520	-4.48157
8.12	12089919	-6.89339
8.12	7952087	-6.21963
8.12	7107003	-6.03506
8.12	3448899	-5.06515
8.12	14149344	-7.19138
8.12	11558008	-6.8216
8.12	4897137	-5.52302
8.12	7110016	-6.03506
8.12	13529887	-7.11521
8.12	2143487	-4.52363
8.12	6515907	-5.91606
8.12	7611835	-6.15727
8.12	6370254	-5.85772
8.12	2967587	-4.87663
8.12	7440097	-6.09576
8.12	11294842	-6.8216
8.12	2498336	-4.65246
8.12	3686697	-5.11365
8.12	7110466	-6.03506
8.12	5842731	-5.7433
8.12	11558008	-6.8216
8.12	2046921	-4.43995
8.12	11820958	-6.89339
8.12	4790341	-5.46965
8.12	2445478	-4.65246
8.12	7436410	-6.09576
8.12	10339033	-6.68112
8.12	1154392	-3.86212
8.12	12085938	-6.89339
8.12	13226534	-7.11521
8.12	4198316	-5.31341
8.12	1179665	-3.89817
8.12	3449236	-5.06515
8.12	12638346	-7.04017
8.12	1795716	-4.31758
8.12	13839876	-7.19138
8.12	13839470	-7.19138
8.12	4583865	-5.41693
8.12	13524837	-7.11521
8.12	12355720	-6.96624
8.31	1061742	-3.79096
8.31	7617204	-6.15727
8.31	2841928	-4.83081
8.31	745717	-3.48533
8.31	881522	-3.61835
8.31	13534640	-7.11521
8.31	8313481	-6.28284
8.31	2969884	-4.87663
8.31	12096714	-6.89339
8.31	9071904	-6.4119
8.31	12934886	-7.04017
8.31	8873784	-6.4119
8.31	7617560	-6.15727
8.31	3308267	-5.01721
8.31	8876098	-6.4119
8.31	9476576	-6.47778
8.31	1920430	-4.39875
8.31	13844761	-7.19138
8.31	9686586	-6.5446
8.31	11827085	-6.89339
8.31	5593758	-5.68718
8.31	10343060	-6.68112
8.31	10344381	-6.68112
8.31	1396144	-4.04569
8.31	5721872	-5.7433
8.31	6376826	-5.85772
8.31	10111851	-6.61237
8.31	2005289	-4.43995
8.31	10803683	-6.75085
8.31	5594458	-5.68718
8.31	1083882	-3.82639
8.31	3769753	-5.16271
8.31	8311411	-6.28284
8.31	4587086	-5.41693
8.31	231038	-2.54963
8.31	1522468	-4.15998
8.31	8130825	-6.21963
8.31	10807000	-6.75085
8.31	3854650	-5.21235
8.31	9897608	-6.5446
8.31	9475490	-6.47778
8.31	4020668	-5.26258
8.31	5595190	-5.68718
8.31	334193	-2.82104
8.31	6658207	-5.91606
8.31	13536979	-7.11521
8.31	1725990	-4.2776
8.31	4792053	-5.46965
8.31	10803598	-6.75085
8.31	11561685	-6.8216
8.31	12094617	-6.89339
8.31	3688428	-5.11365
8.31	3938670	-5.21235
8.31	1880083	-4.35796
8.31	2143843	-4.52363
8.31	9478279	-6.47778
8.31	12359552	-6.96624
8.31	10807418	-6.75085
8.31	13841902	-7.19138
8.31	12939729	-7.04017
8.31	2397450	-4.60906
8.31	778483	-3.51818
8.31	7783898	-6.15727
8.31	658267	-3.35649
8.52	456555	-3.05077
8.52	10353268	-6.68112
8.52	8138650	-6.21963
8.52	354763	-2.8491
8.52	13239751	-7.11521
8.52	13543623	-7.11521
8.52	8138187	-6.21963
8.52	8686343	-6.34692
8.52	11833892	-6.89339
8.52	1621165	-4.19881
8.52	5119336	-5.57705
8.52	14807534	-7.26871
8.52	12099887	-6.89339
8.52	2145448	-4.52363
8.52	6807279	-5.97516
8.52	2240137	-4.56612
8.52	982339	-3.72104
8.52	47639	-1.39749
8.52	11829605	-6.89339
8.52	3173826	-4.96982
8.52	7277986	-6.09576
8.52	10348919	-6.68112
8.52	12098472	-6.89339
8.52	10813720	-6.75085
8.52	12368898	-6.96624
8.52	10810892	-6.75085
8.52	7618450	-6.15727
8.52	5724379	-5.7433
8.52	5475754	-5.63177
8.52	6808776	-5.97516
8.52	5982642	-5.80014
8.52	13848740	-7.19138
8.52	11568984	-6.8216
8.52	4492293	-5.36486
8.52	5350731	-5.63177
8.52	12368167	-6.96624
8.52	2906426	-4.83081
8.52	5011796	-5.52302
8.52	746158	-3.48533
8.52	11058269	-6.75085
8.52	9274819	-6.47778
8.52	13242234	-7.11521
8.52	9273504	-6.47778
8.52	9904098	-6.5446
8.52	10583174	-6.68112
8.52	6960205	-6.03506
8.52	6809684	-5.97516
8.52	3174202	-4.96982
8.52	11833214	-6.89339
8.52	5233674	-5.57705
8.52	13538461	-7.11521
8.52	9483244	-6.47778
8.52	13539139	-7.11521
8.52	4023764	-5.26258
8.52	5598493	-5.68718
8.52	14808201	-7.26871
8.52	7787402	-6.15727
8.52	6520061	-5.91606
8.52	608293	-3.29354
8.52	9481452	-6.47778
8.52	14803979	-7.26871
8.52	5010454	-5.52302
8.52	8137128	-6.21963
8.52	3690992	-5.11365
8.52	14171701	-7.19138
8.52	1257261	-3.97126
8.52	11834177	-6.89339
8.52	12948085	-7.04017
8.52	8880455	-6.4119
8.52	5848977	-5.7433
8.52	3939359	-5.21235
8.52	12098213	-6.89339
8.52	11310709	-6.8216
8.52	10350545	-6.68112
8.52	11830969	-6.89339
8.52	11313549	-6.8216
8.52	7784150	-6.15727
8.52	9482722	-6.47778
8.52	4298620	-5.31341
8.52	5722641	-5.7433
8.52	7116019	-6.03506
8.52	1426545	-4.08343
8.52	14167075	-7.19138
8.52	794522	-3.51818
8.52	2970996	-4.87663
8.52	57241	-1.52673
8.52	6961980	-6.03506
8.52	11058093	-6.75085
8.52	3105311	-4.92296
8.74	10358362	-6.68112
8.74	14814307	-7.26871
8.74	5013579	-5.52302
8.74	11315475	-6.8216
8.74	7449583	-6.09576
8.74	2502581	-4.65246
8.74	14490837	-7.26871
8.74	4906204	-5.52302
8.74	328033	-2.79315
8.74	3692723	-5.11365
8.74	7284382	-6.09576
8.74	9080106	-6.4119
8.74	8882093	-6.4119
8.74	13860059	-7.19138
8.74	5477130	-5.63177
8.74	6812173	-5.97516
8.74	14174606	-7.19138
8.74	4113783	-5.26258
8.74	12948738	-7.04017
8.74	12662644	-7.04017
8.74	504289	-3.14019
8.74	10817166	-6.75085
8.74	6522835	-5.91606
8.74	11838219	-6.89339
8.74	1042016	-3.79096
8.74	2722206	-4.78549
8.74	321352	-2.76543
8.74	9278735	-6.47778
8.74	10585584	-6.68112
8.74	1084797	-3.82639
8.74	7964115	-6.21963
8.74	14492553	-7.26871
8.74	11061922	-6.75085
8.74	6967359	-6.03506
8.74	3107708	-4.92296
8.74	5121363	-5.57705
8.74	12372991	-6.96624
8.74	14819503	-7.26871
8.74	3108061	-4.92296
8.74	12106829	-6.89339
8.74	6111575	-5.80014
8.74	10355888	-6.68112
8.74	3609855	-5.11365
8.74	12106437	-6.89339
8.74	11059161	-6.75085
8.74	5356241	-5.63177
8.74	14815632	-7.26871
8.74	11317412	-6.8216
8.74	14494954	-7.26871
8.74	7789270	-6.15727
8.74	5601640	-5.68718
8.74	9486926	-6.47778
8.74	9281827	-6.47778
8.74	14816212	-7.26871
8.74	5354224	-5.63177
8.74	7622742	-6.15727
8.74	6966739	-6.03506
8.74	11838410	-6.89339
8.74	3379927	-5.01721
8.74	2560770	-4.69633
8.74	4906629	-5.52302
8.74	12377981	-6.96624
8.74	44226	-1.3338
8.74	2844787	-4.83081
8.74	5984653	-5.80014
8.74	414167	-2.99219
8.74	4694240	-5.46965
8.74	10584648	-6.68112
8.74	10121908	-6.61237
8.74	12372843	-6.96624
8.74	3175389	-4.96982
8.74	1108230	-3.82639
8.74	7624970	-6.15727
8.74	8691556	-6.34692
8.74	11575480	-6.8216
8.74	4494707	-5.36486
8.74	7284849	-6.09576
8.74	3242412	-4.96982
8.74	12659135	-7.04017
8.74	9279531	-6.47778
8.74	1062691	-3.79096
8.74	1042243	-3.79096
8.74	1313355	-4.0083
8.74	3942805	-5.21235
8.74	12109859	-6.89339
8.74	11063613	-6.75085
8.74	6966120	-6.03506
8.74	6111987	-5.80014
8.74	13247482	-7.11521
8.74	9485475	-6.47778
8.74	8693237	-6.34692
8.74	12659116	-7.04017
8.74	3773959	-5.16271
8.74	1313756	-4.0083
8.74	9486401	-6.47778
8.74	8319811	-6.28284
8.74	150896	-2.21879
8.97	10362062	-6.68112
8.97	10364917	-6.68112
8.97	14497714	-7.26871
8.97	4205732	-5.31341
8.97	4205883	-5.31341
8.97	10589863	-6.68112
8.97	4399206	-5.36486
8.97	9697305	-6.5446
8.97	13868823	-7.19138
8.97	8504173	-6.34692
8.97	3612664	-5.11365
8.97	9086633	-6.4119
8.97	2100052	-4.48157
8.97	5482340	-5.63177
8.97	13558613	-7.11521
8.97	14502119	-7.26871
8.97	11579742	-6.8216
8.97	8889608	-6.4119
8.97	8507544	-6.34692
8.97	12662931	-7.04017
8.97	8144147	-6.21963
8.97	1728054	-4.2776
8.97	12385250	-6.96624
8.97	9085567	-6.4119
8.97	14824973	-7.26871
8.97	8143105	-6.21963
8.97	7627648	-6.15727
8.97	1658553	-4.23801
8.97	13254398	-7.11521
8.97	3242905	-4.96982
8.97	6968991	-6.03506
8.97	1556742	-4.15998
8.97	6669777	-5.91606
8.97	4027330	-5.26258
8.97	11842731	-6.89339
8.97	5481301	-5.63177
8.97	4206906	-5.31341
8.97	7285588	-6.09576
8.97	12663892	-7.04017
8.97	5856157	-5.7433
8.97	2008342	-4.43995
8.97	9914147	-6.5446
8.97	13558687	-7.11521
8.97	1398656	-4.04569
8.97	9696866	-6.5446
8.97	11321288	-6.8216
8.97	10361943	-6.68112
8.97	9698324	-6.5446
8.97	12960574	-7.04017
8.97	3695166	-5.11365
8.97	1398256	-4.04569
8.97	6115708	-5.80014
8.97	11070077	-6.75085
8.97	8506428	-6.34692
8.97	6116573	-5.80014
8.97	659401	-3.35649
8.97	3382355	-5.01721
8.97	8698175	-6.34692
8.97	2613067	-4.74067
8.97	537684	-3.20086
8.97	6529200	-5.91606
8.97	548927	-3.20086
8.97	10593475	-6.68112
8.97	8696304	-6.34692
8.97	6246243	-5.85772
8.97	5238987	-5.57705
8.97	5358484	-5.63177
8.97	6969826	-6.03506
8.97	2724434	-4.78549
8.97	9086079	-6.4119
8.97	2242615	-4.56612
8.97	2561622	-4.69633
8.97	3860303	-5.21235
8.97	9698421	-6.5446
8.97	1556650	-4.15998
8.97	13254941	-7.11521
8.97	14182893	-7.19138
8.97	3610880	-5.11365
8.97	6245550	-5.85772
8.97	2503709	-4.65246
8.97	2400272	-4.60906
8.97	2846627	-4.83081
8.97	3243085	-4.96982
8.97	10129905	-6.61237
8.97	12379780	-6.96624
8.97	4496829	-5.36486
8.97	901775	-3.65229
8.97	5017057	-5.52302
8.97	334605	-2.82104
8.97	779812	-3.51818
8.97	4908125	-5.52302
8.97	7792932	-6.15727
8.97	10589384	-6.68112
8.97	7628031	-6.15727
8.97	9697006	-6.5446
8.97	7795747	-6.15727
8.97	12668094	-7.04017
8.97	4027246	-5.26258
9.21	14509031	-7.26871
9.21	9917792	-6.5446
9.21	10830727	-6.75085
9.21	4803459	-5.46965
9.21	11075418	-6.75085
9.21	983947	-3.72104
9.21	7632860	-6.15727
9.21	10596943	-6.68112
9.21	6388074	-5.85772
9.21	3314781	-5.01721
9.21	9495386	-6.47778
9.21	11075630	-6.75085
9.21	1841005	-4.35796
9.21	11330231	-6.8216
9.21	4698722	-5.46965
9.21	12672048	-7.04017
9.21	13267546	-7.11521
9.21	9702213	-6.5446
9.21	10131861	-6.61237
9.21	14191210	-7.19138
9.21	2669834	-4.74067
9.21	9915771	-6.5446
9.21	4208153	-5.31341
9.21	14828831	-7.26871
9.21	9287002	-6.47778
9.21	12673867	-7.04017
9.21	3245140	-4.96982
9.21	9701651	-6.5446
9.21	4499455	-5.36486
9.21	12671385	-7.04017
9.21	6389753	-5.85772
9.21	13265537	-7.11521
9.21	8328704	-6.28284
9.21	13876906	-7.19138
9.21	11590219	-6.8216
9.21	5242103	-5.57705
9.21	277659	-2.6833
9.21	13266702	-7.11521
9.21	6249227	-5.85772
9.21	3314349	-5.01721
9.21	3777744	-5.16271
9.21	9288474	-6.47778
9.21	8702285	-6.34692
9.21	9496675	-6.47778
9.21	9498357	-6.47778
9.21	1183026	-3.89817
9.21	14830325	-7.26871
9.21	13266220	-7.11521
9.21	13870621	-7.19138
9.21	1924233	-4.39875
9.21	2783788	-4.78549
9.21	5360275	-5.63177
9.21	13872170	-7.19138
9.21	7127519	-6.03506
9.21	12387771	-6.96624
9.21	5483301	-5.63177
9.21	2100719	-4.48157
9.21	12966707	-7.04017
9.21	9495710	-6.47778
9.21	12388667	-6.96624
9.21	12117456	-6.89339
9.21	13560495	-7.11521
9.21	2101361	-4.48157
9.21	2563037	-4.69633
9.21	236570	-2.54963
9.21	11589099	-6.8216
9.21	9088347	-6.4119
9.21	1315059	-4.0083
9.21	14188562	-7.19138
9.21	4804588	-5.46965
9.21	13875977	-7.19138
9.21	9702063	-6.5446
9.21	515501	-3.17041
9.21	11851822	-6.89339
9.21	14509972	-7.26871
9.21	7126735	-6.03506
9.21	10366545	-6.68112
9.21	1695278	-4.23801
9.21	4116955	-5.26258
9.21	439935	-3.02138
9.21	5241977	-5.57705
9.21	902408	-3.65229
9.21	2505375	-4.65246
9.21	12673342	-7.04017
9.21	8510248	-6.34692
9.21	5606958	-5.68718
9.21	12964186	-7.04017
9.21	1234264	-3.93455
9.21	14507202	-7.26871
9.21	5858749	-5.7433
9.21	6819524	-5.97516
9.21	295296	-2.71051
9.21	4208308	-5.31341
9.47	609470	-3.29354
9.47	7975157	-6.21963
9.47	2009768	-4.43995
9.47	11080957	-6.75085
9.47	10376221	-6.68112
9.47	13878131	-7.19138
9.47	3316330	-5.01721
9.47	11336516	-6.8216
9.47	11079428	-6.75085
9.47	383532	-2.90577
9.47	9921822	-6.5446
9.47	1764800	-4.31758
9.47	7132507	-6.03506
9.47	10135914	-6.61237
9.47	5128634	-5.57705
9.47	10833141	-6.75085
9.47	13271540	-7.11521
9.47	14196485	-7.19138
9.47	13877873	-7.19138
9.47	1043468	-3.79096
9.47	3534678	-5.06515
9.47	10832640	-6.75085
9.47	11594386	-6.8216
9.47	12681583	-7.04017
9.47	485601	-3.11017
9.47	8512173	-6.34692
9.47	13879414	-7.19138
9.47	8152090	-6.21963
9.47	14510128	-7.26871
9.47	5862629	-5.7433
9.47	2726294	-4.78549
9.47	1234932	-3.93455
9.47	14195677	-7.19138
9.47	5364679	-5.63177
9.47	2196372	-4.52363
9.47	11854292	-6.89339
9.47	13567806	-7.11521
9.47	12123661	-6.89339
9.47	3246563	-4.96982
9.47	1924807	-4.39875
9.47	5487418	-5.63177
9.47	3779459	-5.16271
9.47	222757	-2.49722
9.47	11336788	-6.8216
9.47	5992518	-5.80014
9.47	5609775	-5.68718
9.47	11335384	-6.8216
9.47	4209708	-5.31341
9.47	812309	-3.5513
9.47	1260274	-3.97126
9.47	4500497	-5.36486
9.47	11592139	-6.8216
9.47	1371055	-4.04569
9.47	829743	-3.58469
9.47	6252819	-5.85772
9.47	2564145	-4.69633
9.47	3112687	-4.92296
9.47	7976121	-6.21963
9.47	8153385	-6.21963
9.47	13270122	-7.11521
9.47	12679877	-7.04017
9.47	747452	-3.48533
9.47	3780309	-5.16271
9.47	14836197	-7.26871
9.47	5735597	-5.7433
9.47	10602739	-6.68112
9.47	12395831	-6.96624
9.47	9709026	-6.5446
9.47	1842260	-4.35796
9.47	5994449	-5.80014
9.47	13273181	-7.11521
9.47	5243804	-5.57705
9.47	14840421	-7.26871
9.47	3042944	-4.87663
9.47	2614505	-4.74067
9.47	13572724	-7.11521
9.47	10601829	-6.68112
9.47	6534658	-5.91606
9.47	6122037	-5.80014
9.47	10833470	-6.75085
9.47	10136028	-6.61237
9.47	9921299	-6.5446
9.47	10137744	-6.61237
9.47	12392656	-6.96624
9.47	13569919	-7.11521
9.47	10600107	-6.68112
9.47	7975175	-6.21963
9.47	7977627	-6.21963
9.47	11858334	-6.89339
9.47	1730048	-4.2776
9.74	12684576	-7.04017
9.74	1730182	-4.2776
9.74	7297506	-6.09576
9.74	12129425	-6.89339
9.74	5022254	-5.52302
9.74	7640425	-6.15727
9.74	14846556	-7.26871
9.74	3386541	-5.01721
9.74	12687901	-7.04017
9.74	11860272	-6.89339
9.74	5865828	-5.7433
9.74	7134155	-6.03506
9.74	7296622	-6.09576
9.74	943906	-3.68652
9.74	14518354	-7.26871
9.74	6394488	-5.85772
9.74	5740268	-5.7433
9.74	3386713	-5.01721
9.74	7639797	-6.15727
9.74	3700225	-5.11365
9.74	5364907	-5.63177
9.74	11340702	-6.8216
9.74	10379374	-6.68112
9.74	2150324	-4.52363
9.74	4213117	-5.31341
9.74	3113878	-4.92296
9.74	13576737	-7.11521
9.74	3617014	-5.11365
9.74	11340897	-6.8216
9.74	5612636	-5.68718
9.74	2507831	-4.65246
9.74	3700654	-5.11365
9.74	13576953	-7.11521
9.74	7806145	-6.15727
9.74	5611059	-5.68718
9.74	5024429	-5.52302
9.74	11601055	-6.8216
9.74	9097411	-6.4119
9.74	10607821	-6.68112
9.74	10840399	-6.75085
9.74	13885305	-7.19138
9.74	12979904	-7.04017
9.74	1660724	-4.23801
9.74	6678648	-5.91606
9.74	12687123	-7.04017
9.74	8155291	-6.21963
9.74	10379430	-6.68112
9.74	538535	-3.20086
9.74	7467052	-6.09576
9.74	10143505	-6.61237
9.74	12131052	-6.89339
9.74	9505605	-6.47778
9.74	2196936	-4.52363
9.74	13275056	-7.11521
9.74	8158075	-6.21963
9.74	11860448	-6.89339
9.74	12403175	-6.96624
9.74	3617518	-5.11365
9.74	8517082	-6.34692
9.74	7981387	-6.21963
9.74	9506310	-6.47778
9.74	11599346	-6.8216
9.74	7134562	-6.03506
9.74	376110	-2.90577
9.74	4033789	-5.26258
9.74	9099565	-6.4119
9.74	14518798	-7.26871
9.74	7467276	-6.09576
9.74	6979871	-6.03506
9.74	1496412	-4.12153
9.74	1429990	-4.08343
9.74	13277913	-7.11521
9.74	9711020	-6.5446
9.74	9503567	-6.47778
9.74	8516377	-6.34692
9.74	4916020	-5.52302
9.74	13276772	-7.11521
9.74	1801504	-4.31758
9.74	14845173	-7.26871
9.74	6253642	-5.85772
9.74	1926335	-4.39875
9.74	7805226	-6.15727
9.74	13889448	-7.19138
9.74	1345017	-4.0083
9.74	5022227	-5.52302
10.04	12693710	-7.04017
10.04	12407790	-6.96624
10.04	14854579	-7.26871
10.04	3248889	-4.96982
10.04	9509303	-6.47778
10.04	8160231	-6.21963
10.04	12406288	-6.96624
10.04	8158873	-6.21963
10.04	12407894	-6.96624
10.04	12407288	-6.96624
10.04	11088155	-6.75085
10.04	10611350	-6.68112
10.04	10843972	-6.75085
10.04	5868337	-5.7433
10.04	1087430	-3.82639
10.04	12139308	-6.89339
10.04	13581724	-7.11521
10.04	4505552	-5.36486
10.04	6398302	-5.85772
10.04	5026404	-5.52302
10.04	10146431	-6.61237
10.04	11867590	-6.89339
10.04	3462969	-5.06515
10.04	1626134	-4.19881
10.04	10609104	-6.68112
10.04	2509195	-4.65246
10.04	8711938	-6.34692
10.04	4604318	-5.41693
10.04	5867636	-5.7433
10.04	12136762	-6.89339
10.04	12694494	-7.04017
10.04	5492663	-5.63177
10.04	6540870	-5.91606
10.04	13890864	-7.19138
10.04	1697436	-4.23801
10.04	10612348	-6.68112
10.04	8159264	-6.21963
10.04	13894889	-7.19138
10.04	14854709	-7.26871
10.04	12407766	-6.96624
10.04	9717672	-6.5446
10.04	11606651	-6.8216
10.04	13587238	-7.11521
10.04	13892381	-7.19138
10.04	8159978	-6.21963
10.04	4123443	-5.26258
10.04	2980335	-4.87663
10.04	3951759	-5.21235
10.04	10844027	-6.75085
10.04	11347598	-6.8216
