4.1000e+00 -2.2381e+01
4.1500e+00 -2.2044e+01
4.2000e+00 -2.1887e+01
4.2500e+00 -2.1903e+01
4.3000e+00 -2.2000e+01
4.3500e+00 -2.2106e+01
4.4000e+00 -2.2207e+01
4.4500e+00 -2.2262e+01
4.5000e+00 -2.2293e+01
4.5500e+00 -2.2300e+01
4.6000e+00 -2.2285e+01
4.6500e+00 -2.2244e+01
4.7000e+00 -2.2169e+01
4.7500e+00 -2.2085e+01
4.8000e+00 -2.1986e+01
4.8500e+00 -2.1888e+01
4.9000e+00 -2.1834e+01
4.9500e+00 -2.1815e+01
5.0000e+00 -2.1820e+01
5.0500e+00 -2.1828e+01
5.1000e+00 -2.1823e+01
5.1500e+00 -2.1803e+01
5.2000e+00 -2.1776e+01
5.2500e+00 -2.1751e+01
5.3000e+00 -2.1731e+01
5.3500e+00 -2.1715e+01
5.4000e+00 -2.1749e+01
5.4500e+00 -2.1879e+01
5.5000e+00 -2.2100e+01
5.5500e+00 -2.2287e+01
5.6000e+00 -2.2395e+01
5.6500e+00 -2.2442e+01
5.7000e+00 -2.2452e+01
5.7500e+00 -2.2466e+01
5.8000e+00 -2.2527e+01
5.8500e+00 -2.2649e+01
5.9000e+00 -2.2755e+01
5.9500e+00 -2.2804e+01
6.0000e+00 -2.2840e+01
6.0500e+00 -2.2871e+01
6.1000e+00 -2.2888e+01
6.1500e+00 -2.2876e+01
6.2000e+00 -2.2877e+01
6.2500e+00 -2.2891e+01
6.3000e+00 -2.2933e+01
6.3500e+00 -2.3013e+01
6.4000e+00 -2.3032e+01
6.4500e+00 -2.3060e+01
6.5000e+00 -2.3077e+01
6.5500e+00 -2.3091e+01
6.6000e+00 -2.3094e+01
6.6500e+00 -2.3098e+01
6.7000e+00 -2.3102e+01
6.7500e+00 -2.3099e+01
6.8000e+00 -2.3093e+01
6.8500e+00 -2.3088e+01
6.9000e+00 -2.3072e+01
6.9500e+00 -2.3061e+01
7.0000e+00 -2.3052e+01
7.0500e+00 -2.3035e+01
7.1000e+00 -2.3029e+01
7.1500e+00 -2.3022e+01
7.2000e+00 -2.3004e+01
7.2500e+00 -2.2988e+01
7.3000e+00 -2.2978e+01
7.3500e+00 -2.2962e+01
7.4000e+00 -2.2942e+01
7.4500e+00 -2.2921e+01
7.5000e+00 -2.2905e+01
7.5500e+00 -2.2884e+01
7.6000e+00 -2.2865e+01
7.6500e+00 -2.2845e+01
7.7000e+00 -2.2825e+01
7.7500e+00 -2.2804e+01
7.8000e+00 -2.2778e+01
7.8500e+00 -2.2758e+01
7.9000e+00 -2.2738e+01
7.9500e+00 -2.2714e+01
8.0000e+00 -2.2694e+01
8.0500e+00 -2.2662e+01
8.1000e+00 -2.2643e+01
8.1500e+00 -2.2624e+01
8.2000e+00 -2.2609e+01
8.2500e+00 -2.2577e+01
8.3000e+00 -2.2558e+01
8.3500e+00 -2.2538e+01
8.4000e+00 -2.2518e+01
8.4500e+00 -2.2487e+01
8.5000e+00 -2.2468e+01
