4.1 -22.17
4.15 -21.92
4.2 -21.79
4.25 -21.80
4.3 -21.86
4.35 -21.90
4.4 -21.88
4.45 -21.82
4.5 -21.73
4.55 -21.63
4.6 -21.53
4.65 -21.42
4.7 -21.32
4.75 -21.22
4.8 -21.14
4.85 -21.07
4.9 -21.01
4.95 -20.98
5.0 -20.99
5.05 -21.02
5.1 -21.03
5.15 -21.01
5.2 -20.98
5.25 -20.97
5.3 -20.96
5.35 -20.96
5.4 -20.99
5.45 -21.13
5.5 -21.35
5.55 -21.55
5.6 -21.66
5.65 -21.71
5.7 -21.71
5.75 -21.71
5.8 -21.76
5.85 -21.86
5.9 -21.93
5.95 -21.95
6.0 -21.96
6.05 -21.96
6.1 -21.96
6.15 -21.95
6.2 -21.94
6.25 -21.97
6.3 -22.07
6.35 -22.20
6.4 -22.31
6.45 -22.39
6.5 -22.44
6.55 -22.48
6.6 -22.50
6.65 -22.53
6.7 -22.56
6.75 -22.59
6.8 -22.60
6.85 -22.60
6.9 -22.59
6.95 -22.57
7.0 -22.57
7.05 -22.59
7.1 -22.62
7.15 -22.65
7.2 -22.68
7.25 -22.70
7.3 -22.72
7.35 -22.73
7.4 -22.73
7.45 -22.73
7.5 -22.73
7.55 -22.72
7.6 -22.71
7.65 -22.70
7.7 -22.68
7.75 -22.67
7.8 -22.65
7.85 -22.64
7.9 -22.62
7.95 -22.60
8.0 -22.58
8.05 -22.36
8.1 -22.34
8.15 -22.33
8.2 -22.51
8.25 -22.49
8.3 -22.47
8.35 -22.45
8.4 -22.43
8.45 -22.40
8.5 -22.38
